Country or Area,Commodity - Transaction,Year,Unit,Quantity,Quantity Footnotes
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2014,Terajoules,63049,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2013,Terajoules,69212,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2012,Terajoules,70479,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2011,Terajoules,66373,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2010,Terajoules,62027,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2009,Terajoules,55504,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2008,Terajoules,55767,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2007,Terajoules,55352,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2006,Terajoules,44344,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2005,Terajoules,49002,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2004,Terajoules,46417,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2003,Terajoules,47222,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2002,Terajoules,33726,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2001,Terajoules,40623,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,2000,Terajoules,39879,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,1999,Terajoules,27561,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,1998,Terajoules,20170,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,1997,Terajoules,25705,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,1996,Terajoules,24131,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,1995,Terajoules,20443,
"Korea, Republic of",From combustible fuels – Main activity – CHP plants,1994,Terajoules,15433,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2019,Terajoules,3909.583,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2018,Terajoules,4043.115,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2017,Terajoules,3089.243,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2016,Terajoules,3636,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2015,Terajoules,5023,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2014,Terajoules,3257,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2013,Terajoules,4080,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2012,Terajoules,6721,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2011,Terajoules,5098,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2010,Terajoules,7377,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2009,Terajoules,6909,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2008,Terajoules,4839,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2007,Terajoules,5816,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2006,Terajoules,14530,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2005,Terajoules,15278,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2004,Terajoules,11310,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2003,Terajoules,6858,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2002,Terajoules,15530,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2001,Terajoules,8516,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,2000,Terajoules,7683,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,1999,Terajoules,16208,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,1998,Terajoules,12467,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,1997,Terajoules,11894,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,1996,Terajoules,13334,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,1995,Terajoules,13982,
"Korea, Republic of",From combustible fuels – Main activity – Heat plants,1994,Terajoules,5513,
"Korea, Republic of",From combustible fuels – Autoproducer,2019,Terajoules,145258.258,
"Korea, Republic of",From combustible fuels – Autoproducer,2018,Terajoules,153035.38,
"Korea, Republic of",From combustible fuels – Autoproducer,2017,Terajoules,153805.454,
"Korea, Republic of",From combustible fuels – Autoproducer,2016,Terajoules,152748,
"Korea, Republic of",From combustible fuels – Autoproducer,2015,Terajoules,135537,
"Korea, Republic of",From combustible fuels – Autoproducer,2014,Terajoules,137488,
"Korea, Republic of",From combustible fuels – Autoproducer,2013,Terajoules,123563,
"Korea, Republic of",From combustible fuels – Autoproducer,2012,Terajoules,138887,
"Korea, Republic of",From combustible fuels – Autoproducer,2011,Terajoules,128256,
"Korea, Republic of",From combustible fuels – Autoproducer,2010,Terajoules,118524,
"Korea, Republic of",From combustible fuels – Autoproducer,2009,Terajoules,125193,
"Korea, Republic of",From combustible fuels – Autoproducer,2008,Terajoules,139280,
"Korea, Republic of",From combustible fuels – Autoproducer,2007,Terajoules,136779,
"Korea, Republic of",From combustible fuels – Autoproducer,2006,Terajoules,129349,
"Korea, Republic of",From combustible fuels – Autoproducer,2005,Terajoules,127717,
"Korea, Republic of",From combustible fuels – Autoproducer,2004,Terajoules,127582,
"Korea, Republic of",From combustible fuels – Autoproducer,2003,Terajoules,87131,
"Korea, Republic of",From combustible fuels – Autoproducer,2002,Terajoules,95250,
"Korea, Republic of",From combustible fuels – Autoproducer,2001,Terajoules,89457,
"Korea, Republic of",From combustible fuels – Autoproducer,2000,Terajoules,92533,
"Korea, Republic of",From combustible fuels – Autoproducer,1999,Terajoules,2750,
"Korea, Republic of",From combustible fuels – Autoproducer,1998,Terajoules,2025,
"Korea, Republic of",From combustible fuels – Autoproducer,1997,Terajoules,1026,
"Korea, Republic of",From combustible fuels – Autoproducer,1996,Terajoules,773,
"Korea, Republic of",From combustible fuels – Autoproducer,1995,Terajoules,519,
"Korea, Republic of",From combustible fuels – Autoproducer,1994,Terajoules,299,
"Korea, Republic of",From combustible fuels – Autoproducer,1993,Terajoules,10,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2019,Terajoules,125212.06,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2018,Terajoules,131606.002,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2017,Terajoules,132417.209,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2016,Terajoules,134078,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2015,Terajoules,118801,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2014,Terajoules,108228,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2013,Terajoules,91133,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2012,Terajoules,117658,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2011,Terajoules,112218,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2010,Terajoules,102318,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2009,Terajoules,114104,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2008,Terajoules,130920,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2007,Terajoules,128691,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2006,Terajoules,122531,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2005,Terajoules,121542,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2004,Terajoules,123750,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2003,Terajoules,82896,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2002,Terajoules,89909,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2001,Terajoules,85850,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,2000,Terajoules,89180,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,1999,Terajoules,95,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,1998,Terajoules,10,
"Korea, Republic of",From combustible fuels – Autoproducer – CHP plants,1997,Terajoules,7,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2019,Terajoules,20046.198,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2018,Terajoules,21429.378,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2017,Terajoules,21388.245,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2016,Terajoules,18670,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2015,Terajoules,16736,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2014,Terajoules,29260,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2013,Terajoules,32430,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2012,Terajoules,21229,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2011,Terajoules,16038,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2010,Terajoules,16206,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2009,Terajoules,11089,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2008,Terajoules,8360,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2007,Terajoules,8088,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2006,Terajoules,6818,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2005,Terajoules,6175,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2004,Terajoules,3832,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2003,Terajoules,4235,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2002,Terajoules,5341,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2001,Terajoules,3607,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,2000,Terajoules,3353,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,1999,Terajoules,2655,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,1998,Terajoules,2015,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,1997,Terajoules,1019,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,1996,Terajoules,773,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,1995,Terajoules,519,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,1994,Terajoules,299,
"Korea, Republic of",From combustible fuels – Autoproducer – Heat plants,1993,Terajoules,10,
"Korea, Republic of",From chemical sources – Autoproducer,2019,Terajoules,2169.571,
"Korea, Republic of",From chemical sources – Autoproducer,2018,Terajoules,2172.187,
"Korea, Republic of",From chemical sources – Autoproducer,2017,Terajoules,2186.712,
"Korea, Republic of",From chemical sources – Autoproducer,2016,Terajoules,2159,
"Korea, Republic of",From chemical sources – Autoproducer,2015,Terajoules,2667,
"Korea, Republic of",From chemical sources – Autoproducer,2014,Terajoules,3752,
"Korea, Republic of",From chemical sources – Autoproducer,2013,Terajoules,3976,
"Korea, Republic of",From chemical sources – Autoproducer,2012,Terajoules,3420,
"Korea, Republic of",From chemical sources – Autoproducer,2011,Terajoules,3767,
"Korea, Republic of",From chemical sources – Autoproducer,2010,Terajoules,3827,
"Korea, Republic of",From chemical sources – Autoproducer,2009,Terajoules,2961,
"Korea, Republic of",From chemical sources – Autoproducer,2008,Terajoules,1763,
"Korea, Republic of",From chemical sources – Autoproducer,2007,Terajoules,691,
"Korea, Republic of",From chemical sources – Autoproducer,2006,Terajoules,731,
"Korea, Republic of",From chemical sources – Autoproducer,2005,Terajoules,502,
"Korea, Republic of",From chemical sources – Autoproducer – CHP plants,2019,Terajoules,2169.571,
"Korea, Republic of",From chemical sources – Autoproducer – CHP plants,2018,Terajoules,2172.187,
"Korea, Republic of",From chemical sources – Autoproducer – CHP plants,2017,Terajoules,2186.712,
"Korea, Republic of",From chemical sources – Autoproducer – CHP plants,2016,Terajoules,2159,
"Korea, Republic of",From chemical sources – Autoproducer – CHP plants,2015,Terajoules,2667,
"Korea, Republic of",From chemical sources – Autoproducer – CHP plants,2014,Terajoules,3752,
"Korea, Republic of",From chemical sources – Autoproducer – CHP plants,2013,Terajoules,2416,
"Korea, Republic of",From chemical sources – Autoproducer – CHP plants,2012,Terajoules,2187,
"Korea, Republic of",From chemical sources – Autoproducer – CHP plants,2011,Terajoules,2982,
"Korea, Republic of",From chemical sources – Autoproducer – CHP plants,2010,Terajoules,3042,
"Korea, Republic of",From chemical sources – Autoproducer – CHP plants,2009,Terajoules,2961,
"Korea, Republic of",From chemical sources – Autoproducer – CHP plants,2008,Terajoules,1327,
"Korea, Republic of",From chemical sources – Autoproducer – Heat plants,2013,Terajoules,1560,
"Korea, Republic of",From chemical sources – Autoproducer – Heat plants,2012,Terajoules,1233,
"Korea, Republic of",From chemical sources – Autoproducer – Heat plants,2011,Terajoules,785,
"Korea, Republic of",From chemical sources – Autoproducer – Heat plants,2010,Terajoules,785,
"Korea, Republic of",From chemical sources – Autoproducer – Heat plants,2009,Terajoules,0,
"Korea, Republic of",From chemical sources – Autoproducer – Heat plants,2008,Terajoules,436,
"Korea, Republic of",From chemical sources – Autoproducer – Heat plants,2007,Terajoules,691,
"Korea, Republic of",From chemical sources – Autoproducer – Heat plants,2006,Terajoules,731,
"Korea, Republic of",From chemical sources – Autoproducer – Heat plants,2005,Terajoules,502,
"Korea, Republic of",Heat - Net production,2020,Terajoules,227872.644,
"Korea, Republic of",Heat - Net production,2019,Terajoules,235663.467,
